target,text
11386,rahasia 
11387,checkout amp trade ditunggu yaa barangnya kelar packing dr pick up semoga pick up 
11388,iyaa dihati urusan pickup best 
11389,hai kak danu terimakasih menghubungi bantu kak 
11390,est nya kamis datengnya rabu 
11391,cinta kecepatannya buroq 
11392,kak dibantu infokan nomor resinya diketik manual kakak nomor resi diawali digit tunggu konfirmasinya terima kasih 
11393,sepulau jawa top banget sih kiriman tidak kayak laen plat merah behhh boro 
11394,sumpah pengiriman pakai paling enak banget jual barang enaknya pakai pickup ga 
11395,besok kerja samanya ganti murah ga pokoknya anteraja tidak trackingnya 
11396,enak banget nder cepat anaknya bicara bicara kurir nganterin paketku orangnya supel banget 
11397,kakak perihal mohon dibantu infokan resi digit diawali angka dalam pengetikan lakukan pengecekan kak terima kasih ag 
11398,halo kak kurir paket pakai alamat kantor kantor tutup kurir kirim rumah liburan rumah kosong mnta jadwal ulang pengiriman 
11399,cek dm 
11400,iyaaa kan ekspedisinya kurirnya wkwkwk lucu bgtt 
11401,dm 
11402,top bat 
11403,kak mohon maaf kak resi tim ops mencoba mengirimkan paket alamat mohon informasikan dm alamat nomor telepon alternative dihubungi kak terimakasih 
11404,hallo paket dg resi status pengiriman nya respon terima kasih 
11405,dilema kirim barang cepat ongkirnya murah yuk kirim barang pakai tokopedia pilih layanan reguler berasa sameday loh yuk check out barang pilih layanan reguler ekspres jam loh 
11406,bingung pakai anteraja lambat banget pakai reguler giliran pakai halu hemat cepat pdhl dr jakarta 
11407,kendala paket terlambat 
11408,halo kak mohon maaf ketidaknyamanan terkait kendala buatkan laporan tim terkait kak mohon dibantu melampirkan nomor telepon dihubungi kakak terima kasih agent 
11409,hallo alovers mohon maaf ketidaknyamanannya kak pesanan terima kula sarankan menghubungi call center nomor ditangani tim terkait terima kasih 
11410,inv mpl barcode 
11411,hai kak fita mohon maaf ketidaknyamanannya bantu pengecekan mohon bantu nomor resinya kak terima kasih ag 
11412,kak terima kasih menghubungi ekspres selamat siang selamat beraktifitas 
11413,engga min mas kurirnya rajin banget pagi deh bangunin palagi masnya cakep salamin min 
11414,hai kak intan mohon maaf ketidaknyamanan resi msih dalam proses pengiriman mohon berkenan menunggu proses pelaporannya kakak terima kasih 
11415,hai kak diinfokan nomor resinya diketik manual kakak nomor resi diawali digid tunggu konfirmasinya terimakasih 
11416,allah abang ngesave nomer add line pakai nomer 
11417,hallo selamat siang kak ekspres kak kamila bantu kak terima kasih 
11418,manajemen diperbaiki etika dalam berbicara pengantar kecewa banget teriak teriak bikin malu 
11419,hai kak ekspres yogi mohon maaf kakak penerima pengirim nama diinformasika nomor resinya diketik manual kak terima kasih 
11420,cod paket pny ibu ibu ga dirumah nerima paket ade ibu ga titip uang cod kurir nya marah marah memaki gapunya uang gausah cod smbl bentak hebat etika kurir nya g 
11421,kakak terimakasih menghubungi ekspres 
11422,kak telpon call center terima kasih 
11423,siang kakak dengna aisyah cs dibantu cek paket kakak dala proses pengiriman estimasi kerja terhitung h paket digerai tidak terhitung kakak mohon menunggu terima kasih 
11424,kak intan perial tidak kak pengiriman pesanan bukti pengiriman kak terima kasih 
11425,selamat siang ekspres nabil bantu terima kasih 
11426,kak mohon maaf ketidaknyamanannya bantu terkait kedepannya kak terima kasih 
11427,shopee express anteraja kira duluan 
11428,kurir area pekanbaru mengaku barang resi alamat tujuan sikap perilaku tidak beradab sopan pekerjaan kurir perlu pecat kurir tidak beradab sopan tsb 
11429,sumpah im impressed 
11430,kak mohon maaf perihal buatkan laporan tim terkait mohon berkenan menunggu proses pick up nya kakak terima kasih agent 
11431,via 
11432,nek engga dodoki nyeluk sek ga karo dodok nek ditanya koyo satpolpp arep gusur 
11433,pakai benar benar cepat gila 
11434,min proses pickup capek banget nungguin diblg gagal komplain cust 
11435,hai kak ekspres verlino data system paket dalam proses pengiriman estimasi pengiriman nya halu mohon ditunggu kak terimakasih 
11436,jasa pengiriman ku memilih paling buruk 
11437,hai min informasi resi kendala halu 
11438,kak mohon maaf ketidaknyamanan dialami tim operasional dimaksimalkan pengiriman paket kakak terima kasih kak 
11439,wingi mas ki ganti membuatku pusink pagi kagetin tidur ga bangun suruh ninggalin pintu tidak sopan 
11440,bukan pelanggan kecewa 
11441,srbelumnya pakai halu tidak bgini 
11442,iyaaa benerrr beralih mengeluh 
11443,kakak mohon maaf kakak konfirmasi pengirimnya terimakasih 
11444,mungkin diubah kak websitenya 
11445,min paket resi pick up keterangan nya sbg pembeli 
11446,halo kak barang dikirim sh pee diambil tidak tidak dikirim 
11447,
11448,i love 
11449,aman sih mas mungkin berkaca expedisi rumah tidak drama ambil gudang 
11450,ga 
11451,wkwkwk ga jaman pakai 
11452,kakak paket kakak dalam proses pengiriman surabaya sortation transit mohon ditunggu terima kasih 
11453,apadah doang paket diterima ga tindak lanjutnya hahhh 
11454,masalahnya gini lho min berani bayar mahal biar tidak pakai anteraja pakenya datengnya secepet pakai j amp t lha diganti anteraja kan juengkel to 
11455,min seller ganti konfirmasi pembeli dibolehin ga sih pesen barang duanya ganti anteraja pakai resi invalid 
11456,hai kak asep ekspres bantu terima kasih 
11457,ehh cok si cepat 
11458,halu lop 
11459,hai kakak service digunakan halu kakak membutuhkan estimasi tambahan kak pengirimannya via darat laut mohon ditunggu kak bantu maksimalkan prosesnya terima kasih 
11460,emg bobrok pelayanannya beda si 
11461,halu pakai darat pilih biar cepat 
11462,hai kakak paket dalam proses pengiriman mohon ditunggu batas estimasi ditentukan kak estimasi pengirimanya kerja estimasi terhitung h paket digerai terima kasih 
11463,pakai darat 
11464,ditunggu 
11465,sopi ngeselin pilihan kurirnya reguler instan lupa ganti kan by system pengen pilih benar cepat ngirimnya 
11466,hai kakak nomer resi dalam proses pengiriman mohon berkenan menunggu proses pengiriman paketnya kak terima kasih 
11467,lapor perubahan 
11468,hai kak dibantu infokan nomor resinya diketik manual kakak nomor resi diawali digid tunggu konfirmasinya terimakasih 
11469,makanan stuck follow up 
11470,halo kak reko ekspres bantu terima kasih 
11471,hai kakak umaya mohon maaf kakak penerima pengirim terimakasih 
11472,beneran cepat sih toko nya doang pengemasan nya 
11473,atur jadwal pickup dr tanggal ga ambil ambil blgnya kesana kurir barunya deh aneh banget 
11474,tidak kakak cetak resi ninja nulis resi alamat tidak 
11475,lambat gini bgst 
11476,cepat banget yah hahaahha pulau jawa cuman sehari co tbtb notif paketnya dianter kurir 
11477,cek dm min thank you 
11478,collaborates with dmmx in developing dmmx s commercial platforms for millions of msme networks inindonesia 
11479,hallo kakak menanyakan informasi kendala kiriman silahkan menghubungi wa tindaklanjuti terima kasih 
11480,tidak jeente iyaa 
11481,kak terima kasih menunggu kak bantu proses kak pelaporannya terima kasih menghubungi bantu kak terima kasih 
11482,paket ngestuck gini dikirim alamat penerima 
11483,engga nder kerumah 
11484,eh pick up sh pee kurirnya 
11485,hai kak diinfokan kendalanya bantu terimakasih 
11486,terima kasih ditunggu paket nya 
11487,hallo kakak selamat pagi agustin ekspres bantu terima kasih 
11488,kak mohon maaf ketidaknyamanannya perihal paket kakak samapi diteriam informasikan ketim terkait dimaksimalkan pengantarannya kak mohon berkenan menunggu terimakasih 
11489,paket nyampe batam amp kurir diantar lihat system kurir pagi pending mohon dibantu urgent 
11490,yaudahh biar adil pakai 
11491,kakak mohon maaf perihal kendalanya mohon dibantu infokan resinya bantu pengecekan kakak lampirkan whatsapp official line kak terima kasih 
11492,ditelp bilang ganti ongkos kirim 
11493,hai kak danu terimakasih menghubungi bantu kak 
11494,best boy 
11495,ga suka 
11496,hallo kakak paket dalam proses pengiriman kota tujuan estimasi pengirimannya kerja tidak dihitung kak estimasi terhitung terinput manifested kakak terima kasih 
11497,yaallah ajskkdks sore mari berkelililing 
11498,beneran silemot ew 
11499,min maaf resi tujuannya kecamatan bulu sukoharjo bulu rembang mohon cek 
11500,hai kakak ekspres verlino perihal mohon konfirmasi pengirim kak terimakasih 
11501,kakak mohon maaf kendala prihal kendala buatkan pelaporanya nomor ticket p mohon tunggu proses pengecekanya kak terima kasih 
11502,status paket paket hilang main taro taro tidak konfirmasi sopnya pokonya cepat diurus tidak ganti rugi cari kirim ulang bikin pusing 
11503,biar cepat kirim 
11504,hai kak semoga terselesaikan terimakasih menghubungi cek status paket kak link whatsapp klik 
11505,mohon bantuannya pengen paket tidak rugi kesalahannya barang digletakin loh terima kasih 
11506,kak mohon maaf evaluasi informasi diberikan dibantu kak terimakasih 
11507,kasi saran semoga perbaikan rumahnya posisi kosong nomor tertera paket tidak dihubungi mendingan paket bawa titipin gerai terdekat biar ambil paketnya main taro taro hilang kan rugi 
11508,hai kak mohon maaf paket bekasi maksimalkan proses pengirimannya mohon ditunggu updatenya terimakasih 
11509,bantu pengecekan barang tujuan bogor bogor bekasi 
11510,is actually so fast 
11511,neh 
11512,anggota polsek telagasari aiptu asep tajudin bripka naan melaksanakan giat patroli rutin antisipasi kriminalitas p 
11513,tindak suspen si pembeli 
11514,woy kacosih benar sehari ganyampe gilaa keren banget 
11515,hai kakak dudy bantu perihal pengiriman kakak terimakasih 
11516,kecintaanku deh z 
11517,tiki pilih 
11518,baju couple kh bund wkwk 
11519,hai kak data sistem paket keluar batam ekspres batam center dalam estimasi pengiriman kerja tidak mohon ditunggu kak terimakasih 
11520,penerima nama mira 
11521,hai kakak dudy bantu informasikan kakak penerima pengirim kakak bantu informasikan terhubung kakak terimakasih 
11522,woy min paket stuck 
11523,kirimnya pakai 
11524,paket kakak dalam estimasi pengantarannya kak paket dalam perjalanan menuju kota tujuan alamat paket mohon kakak menunggu mohon chek berkala bantu maksimalkan prosesnya terima kasih 
11525,pickup rumahku hahahah tidak uang pickup in hehehe 
11526,halo min selamat malam dibantu pengecekan ga perubahan terimakasih 
11527,pesen siang rabu sore deh pakai tokonya cepat ngirimnya ekspedisinya tokonyatemukan baso aci jeletot instan paket komplit komplit potongan rp dapatkan shopee 
11528,kakak mohon maaf perihal paket dalam proses kak bantu maksimalkan kakak mohon kesediannya menunggu kak terima kasih ag 
11529,anggota polsek telagasari aiptu asep tajudin bripka naan melaksanakan giat patroli rutin antisipasi kriminalitas siang kontrol kantor telagasari himbauan keamanan ketertiban masyarakat karyawan ingatkan ppkm m 
11530,nama galeh bicara bicara ketemu salah alamat kak diambilkan dikirimkan alamat tidak ganti rugi 
11531,gabisa cod nder 
11532,kuy wta sell pc buyer nya cod cod pakai jasa pengiriman hemat halu ga req seller aktifin cod hemat gabisa 
11533,informasi resi seminggu ga ga update resi dr tanggal mei 
11534,beneran kang jual ikan sih katanya aman 
11535,beneran handle with care 
11536,hai kak mohon maaf ketidak nyamanannya kak perihal bantu ketim terima kasih 
11537,
11538,pengirimanya lambat banget ginii pdhl dr semarang smpe kendal nyampe 
11539,hai kak rini bantu cek paket kakak paket keluar semarang semarang sortation mohon tunggu kak terima kasih 
11540,kak bantu terima kasih 
11541,kak 
11542,oke min 
11543,hai kak baikmohon tunggu kakak bantu maksimalkan kakak terima kasih 
11544,min takutnya kurirnya salah alamat ngirimnya 
11545,kak mohon kesediaannya menunggu proses pengiriman nomor telepon penerima dalam keadaan aktif kak terima kasih agent 
11546,mungkin emg flaw sih beberapakali mantap wae kakak perempuan 
11547,id express gercep kak 
11548,emg ga siii cepat banget sampenya 
11549,gangotak anjing tbtb nganter paket jam segini 
11550,rumah min nungguin 
11551,sumpah best 
11552,kakak nomor resi tsb mengikuti pengantaran penerima tidak ditempat rumah kosong kurir melakukan proses pengantaran kealamat alamat tsb tidak kak terima kasih ag 
11553,misi paket kurir 
11554,min resi statusnya 
11555,kisah mbak kurir nya negara china 
11556,anteraja nder diaku nyoba 
11557,request jam sore eh dateng jam siang 
11558,kak lakukan pengecekan informasi paketnya paket diterima bella kelurahan keluarga serumah catatan mohon komfirmasi kakak menerima paketnya terima kasih 
11559,kak mohon maaf kak kakak kakak infokan nomor whatsapp chek kendalanya terima kasih 
11560,
11561,paling mandiri wa kurirnya ga orderan cancel ga dateng 
11562,atur pick up jam deh dateng jam 
11563,lof banget 
11564,open pre order fudgy brownies mix toppingcocok parsel hampers pengiriman jumatcilegon banten tokopedia free ongkos kirim disarankan memilih pengiriman go send instan yes anteraja day best 
11565,iyakann pengen nambahin jasa kirimku gatau deket rumah lt 
11566,keren banget paket jam segini 
11567,aman sih aman min tidak tujuan 
11568,pke seller masukkan resi dipacking pas kurirnya wa telepon pas pickup keluar status kya 
11569,hai kak mohon maaf ketidak nyamanannya kakak paket terima aman kakak terima kasih 
11570,penerima terima kasih min tidak resi sasaran mohon selectif merekrut karyawan 
11571,pusing nganterin paket gara gara ganemu 
11572,hai kak umaya mohon maaf kakak penerima pengirim kak bantu nomor resinya mempermudah dalam pengecekan terimakasih 
11573,kemusuhan yaallah 
11574,tidak perlu repot min call cs katanya ditindak lanjuti berulang informasi staf kerjanya 
11575,lagian tbtb sih yaallah ngubek kota tidak uang 
11576,admin packing nge packing barang toko syopi freeong min deket dm nder 
11577,halo kak mohon maaf ketidaknyamanan perihal dibantu informasikan nomor resi nya diketik manual mempercepat proses pengecekkan paketnya kak terima kasih agent 
11578,hai kak rini terima kasih kak konfirmasinya paket terima aman kak terima kasih 
11579,gila drop paket siang malam gini kaya pakai pengiriman sameday ajaaa rekomen ngirim barang jabodetabek better pakai terbaik 
11580,neh 
11581,naspad padang tily kirim via ga wkwk 
